Well,Sample ID,Range,ng/uL,% Total,nmole/L,Avg. Size,%CV,Size Threshold (b.p.),DQN
G3,W01241176939,150 bp to 260 bp,0.0042,1.8,0.0294,236,8.24,300,9.5
G3,W01241176939,200 bp to 4000 bp,0.2314,99.7,0.6470,589,46.16,300,9.5
G3,W01241176939,650 bp to 4000 bp,0.0767,33.1,0.1493,846,37.51,300,9.5
G4,W01241176940,100 bp to 150 bp,0.0000,0.0,0.0002,117,6.37,300,9.6
G4,W01241176940,150 bp to 260 bp,0.0040,1.0,0.0273,239,7.21,300,9.6
G4,W01241176940,200 bp to 4000 bp,0.3937,99.8,1.1086,584,44.64,300,9.6
G4,W01241176940,650 bp to 4000 bp,0.1247,31.6,0.2441,841,36.83,300,9.6
G5,W01241176941,100 bp to 150 bp,0.0000,0.0,0.0002,117,0.86,300,9.7
G5,W01241176941,150 bp to 260 bp,0.0033,0.9,0.0228,239,7.28,300,9.7
G5,W01241176941,200 bp to 4000 bp,0.3523,99.9,1.0006,580,45.19,300,9.7
G5,W01241176941,650 bp to 4000 bp,0.1079,30.6,0.2127,835,39.20,300,9.7
G6,W01241176942,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.7
G6,W01241176942,150 bp to 260 bp,0.0031,1.0,0.0213,238,7.53,300,9.7
G6,W01241176942,200 bp to 4000 bp,0.3061,99.9,0.8566,588,45.99,300,9.7
G6,W01241176942,650 bp to 4000 bp,0.0964,31.4,0.1873,847,39.82,300,9.7
G7,W01241176943,100 bp to 150 bp,0.0001,0.0,0.0008,123,9.94,300,9.6
G7,W01241176943,150 bp to 260 bp,0.0064,1.3,0.0443,237,8.68,300,9.6
G7,W01241176943,200 bp to 4000 bp,0.4892,99.8,1.4231,566,42.22,300,9.6
G7,W01241176943,650 bp to 4000 bp,0.1461,29.8,0.2956,814,34.38,300,9.6
G8,W01241176944,100 bp to 150 bp,0.0001,0.0,0.0010,120,10.31,300,9.7
G8,W01241176944,150 bp to 260 bp,0.0024,0.9,0.0169,236,8.49,300,9.7
G8,W01241176944,200 bp to 4000 bp,0.2605,99.8,0.7029,610,46.97,300,9.7
G8,W01241176944,650 bp to 4000 bp,0.0892,34.2,0.1667,881,37.58,300,9.7
G9,W01241176945,100 bp to 150 bp,0.0000,0.0,0.0000,122,3.78,300,9.7
G9,W01241176945,150 bp to 260 bp,0.0036,0.8,0.0249,239,7.34,300,9.7
G9,W01241176945,200 bp to 4000 bp,0.4296,99.9,1.2122,583,42.18,300,9.7
G9,W01241176945,650 bp to 4000 bp,0.1401,32.6,0.2817,819,34.97,300,9.7
G10,W01241176946,100 bp to 150 bp,0.0002,0.1,0.0021,120,12.96,300,9.6
G10,W01241176946,150 bp to 260 bp,0.0039,1.3,0.0275,236,8.98,300,9.6
G10,W01241176946,200 bp to 4000 bp,0.3062,99.8,0.8767,575,43.12,300,9.6
G10,W01241176946,650 bp to 4000 bp,0.0967,31.5,0.1946,818,35.88,300,9.6
G11,W01241176947,100 bp to 150 bp,0.0000,0.0,0.0004,114,8.50,300,9.6
G11,W01241176947,150 bp to 260 bp,0.0033,1.1,0.0229,238,7.77,300,9.6
G11,W01241176947,200 bp to 4000 bp,0.2872,99.8,0.8241,573,46.60,300,9.6
G11,W01241176947,650 bp to 4000 bp,0.0817,28.4,0.1571,856,39.72,300,9.6
G12,W01241176948,100 bp to 150 bp,0.0002,0.1,0.0023,122,11.92,300,9.4
G12,W01241176948,150 bp to 260 bp,0.0049,1.9,0.0341,234,9.68,300,9.4
G12,W01241176948,200 bp to 4000 bp,0.2482,99.6,0.7293,560,46.62,300,9.4
G12,W01241176948,650 bp to 4000 bp,0.0683,27.4,0.1351,832,41.25,300,9.4
H1,W01241176949,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
H1,W01241176949,150 bp to 260 bp,0.0026,1.0,0.0174,242,5.88,300,9.6
H1,W01241176949,200 bp to 4000 bp,0.2649,100.0,0.7999,545,31.55,300,9.6
H1,W01241176949,650 bp to 4000 bp,0.0721,27.2,0.1540,771,14.23,300,9.6
H2,W01241176950,100 bp to 150 bp,0.0001,0.0,0.0010,114,6.20,300,9.6
H2,W01241176950,150 bp to 260 bp,0.0040,1.3,0.0281,236,8.99,300,9.6
H2,W01241176950,200 bp to 4000 bp,0.3162,99.8,0.8418,618,53.00,300,9.6
H2,W01241176950,650 bp to 4000 bp,0.1065,33.6,0.1897,924,42.69,300,9.6
H3,W01241176951,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
H3,W01241176951,150 bp to 260 bp,0.0083,1.3,0.0574,238,7.72,300,9.6
H3,W01241176951,200 bp to 4000 bp,0.6440,99.8,1.8082,586,40.70,300,9.6
H3,W01241176951,650 bp to 4000 bp,0.2209,34.2,0.4498,808,32.63,300,9.6
H4,W01241176952,100 bp to 150 bp,0.0000,0.0,NaN,NaN,NaN,300,9.6
H4,W01241176952,150 bp to 260 bp,0.0057,1.0,0.0394,239,7.31,300,9.6
H4,W01241176952,200 bp to 4000 bp,0.5638,99.9,1.6396,566,40.05,300,9.6
H4,W01241176952,650 bp to 4000 bp,0.1692,30.0,0.3474,802,32.39,300,9.6
H5,W01241176953,100 bp to 150 bp,0.0000,0.0,0.0004,119,10.48,300,9.6
H5,W01241176953,150 bp to 260 bp,0.0056,1.2,0.0392,236,8.69,300,9.6
H5,W01241176953,200 bp to 4000 bp,0.4517,99.9,1.2719,584,41.50,300,9.6
H5,W01241176953,650 bp to 4000 bp,0.1554,34.4,0.3159,810,33.10,300,9.6
H6,W01241176954,100 bp to 150 bp,0.0000,0.0,0.0001,119,0.50,300,9.6
H6,W01241176954,150 bp to 260 bp,0.0043,1.2,0.0297,236,8.44,300,9.6
H6,W01241176954,200 bp to 4000 bp,0.3420,99.8,1.0062,559,43.25,300,9.6
H6,W01241176954,650 bp to 4000 bp,0.1098,32.1,0.2333,775,39.39,300,9.6
H7,W01241176955,100 bp to 150 bp,0.0000,0.0,0.0005,115,7.59,300,9.7
H7,W01241176955,150 bp to 260 bp,0.0014,0.7,0.0094,237,8.07,300,9.7
H7,W01241176955,200 bp to 4000 bp,0.1813,99.8,0.5101,585,46.34,300,9.7
H7,W01241176955,650 bp to 4000 bp,0.0535,29.5,0.1038,849,42.31,300,9.7
H8,W01241176956,100 bp to 150 bp,0.0000,0.0,0.0007,114,8.37,300,9.6
H8,W01241176956,150 bp to 260 bp,0.0047,1.3,0.0334,234,9.28,300,9.6
H8,W01241176956,200 bp to 4000 bp,0.3761,99.8,1.0688,579,42.23,300,9.6
H8,W01241176956,650 bp to 4000 bp,0.1167,31.0,0.2353,816,36.38,300,9.6
H9,W01241176957,100 bp to 150 bp,0.0000,0.0,0.0004,123,11.05,300,9.5
H9,W01241176957,150 bp to 260 bp,0.0031,1.4,0.0214,238,7.91,300,9.5
H9,W01241176957,200 bp to 4000 bp,0.2190,99.7,0.6454,558,49.77,300,9.5
H9,W01241176957,650 bp to 4000 bp,0.0558,25.4,0.1083,848,47.32,300,9.5
H10,W01241176958,100 bp to 150 bp,0.0029,0.2,0.0379,124,11.59,300,9.3
H10,W01241176958,150 bp to 260 bp,0.0289,1.7,0.2063,230,11.17,300,9.3
H10,W01241176958,200 bp to 4000 bp,1.6876,96.9,4.6473,598,42.06,300,9.3
H10,W01241176958,650 bp to 4000 bp,0.6093,35.0,1.2274,817,34.28,300,9.3
H11,W01241176959,100 bp to 150 bp,0.0002,0.1,0.0026,123,11.68,300,9.7
H11,W01241176959,150 bp to 260 bp,0.0023,1.0,0.0165,230,11.20,300,9.7
H11,W01241176959,200 bp to 4000 bp,0.2304,99.6,0.6512,582,46.93,300,9.7
H11,W01241176959,650 bp to 4000 bp,0.0691,29.9,0.1343,846,42.04,300,9.7
H12:,,100 bp to 150 bp,0.0645,3.1,1.0077,105,10.25,300,8.4
H12:,,150 bp to 260 bp,0.1409,6.8,1.1554,201,6.18,300,8.4
H12:,,200 bp to 4000 bp,1.8919,90.8,3.3984,916,69.27,300,8.4
H12:,,650 bp to 4000 bp,1.0830,52.0,1.3974,1276,49.02,300,8.4
